courseno,title_short_en
165783,SEM ORGAN IN SOC ENVI DEV
165784,SEM THAI DEV WORLD ECO
165785,SEM POV EQUITY
165786,SEM SOC DEV
165789,SELECTED TOPICS ON SO-DEV
165799,THESIS
166701,DEVELOPMENT THEORIES
166711,REGIONAL IN DEVELOP PROCESS
166721,"KNOW, RIGHTS AND GLOBAL"
166731,CULTURAL ECONOMY
166741,ETHNIC POLITICS IN SEA
166751,TRANSBORDER STUDIES
166752,"ASEAN, PEA PRO&DEVELOP PROJ"
166760,POL ECO ANA OF NAT RES&ENV GOV
166761,LAND RELATIONS IN SEA
166762,FORCED DISPLACEMENT
166763,PROJ MNG IN DEVELOP
166764,NAT CULT POW: RETHINK THE HUMAN
166765,TRANSDIS RESEARCH THEO&PRAC
166766,AID POLICY AND PRACTICE
166781,COMP STUDY DEV. PROCESS
166782,SPEC ISSUES ON SD IN SEA
166789,SELEC TOP ON DEV STUDIES
166791,SPEC INSUES ON DEV STUDIES
166799,M.A.THESIS
167701,INTER MANAGEMENT
167702,PEOPLE AND POLITIC DEV
167703,POLITICAL AND CULTURAL ECONOMY
167704,ECONOMIC PUBLIC LAWS
167705,SEMINAR IN POLITICAL ECONOMY
167706,CIVIL SOCIETY AND POLITICS
167707,CRISIS MANAGEMENT
167708,RES METH IN POL ECON
167709,Politic Econ and Marginal
167710,LAW ON INT COM INV
167711,ASEAN COMMUNITY LAW
167712,POL & LAW FOR BUS ENTERPRISES
167713,SPORTS GOVERNANCE AND POLICY
167789,SELECT PO ECONOMY
167798,INDEPENDENT STUDY
167799,MASTER'S THESIS
168100,GENDER EQUALITY
168101,INTRO TO FEM CONCEPTS
168221,GEN EQUAL WORK IN GLOB
168222,WOMEN AND CULTURE
168231,GENDER AND LANGUAGE
168241,WOMEN AND JUSTICE PROCESS
168313,"FEMINISM, GENDER AND POLITICS"
168335,"FEMINISM, GENDER AND RELIGIONS"
168410,WOMAN HUM RGT & DIV GEND RGT
168700,CRIT INTERD WOM GEND STUD
168701,FEMINIST PHILOSOPHY
168702,COMP STUD STA WOM STUD
168703,WOM MOV THAI
168704,FEMINIST THEORIES 1
168705,FEMINIST THEORIES 2
168706,FEM RES METH WGSS
168711,GENDER IN DEVELOPMENT
168714,WOMEN AND PUBLIC POLICIES
168718,PLP TUTOR
168719,PLP SEM
168721,WOMEN FAMILY AND KIRSHIP
168723,WOMEN AND LABOR FORCE
168724,WOMEN IN AGRICULTURE
168725,WOMEN AND THE ENVIRONMENT
168728,ASE TUTOR
168729,ASE SEM
168731,GENDER IN LANGUAGE
168732,WOMEN AND THAI HISTORY
168733,WOMEN IN MASS MEDIA
168734,WOMEN AND ARTS
168738,HUM TUTOR
168739,HUM SEM
168740,WOM AIDS STDS
168742,GENDER AND SEXUALITY
168744,WOM REPRO RIGHTS FAM PLAN
168745,WOM SCI TECH
168748,SHR TUTOR
168749,SHR SEM
168750,GENDER DEVELOP DISCOURSE
168751,FEM MOV GEND DIV RGT ASIA
168752,FEM POL ECO GEND
168753,GEND SEX MED
168754,GEND SEX HLT
168780,SEM CRIT WOM STUD GEND STUD
168788,INTERNSHIP
168789,SEL TOPS WGSS
168791,SPEC ISSUES ON WOM
168797,MASTER'S THESIS
168798,INDEPENDENT STUDY
168799,MASTER'S THESIS
168800,FEMINIST PHILOSOPHY
168880,PH.D.SEMINAR
168898,DISSERTATION
168899,DISSERTATION
169701,SOCIAL SCIENCE THEORIES 1
169702,CONCEPT IN SOC RESEARCH
169703,RES METHO IN SOC SCI
169789,SELECTED TOPICS ON SOCIAL SCIENCE
169797,MASTER'S THESIS
169799,MASTER'S THESIS
169801,PHILOSOPHY SO SC
169881,Ph.D. SEMINAR
169898,DOCTORAL THESIS
169899,DOCTORAL THESIS
170108,LEARNING THROUGH ACTIVITIES 1
170109,LEARNING THROUGH ACTIVITIES 2
171711,LAND USE & NRM AT COM LEV
171712,CONFLICT & PROBS IN LU
171713,LU & NRM AT NAT & RE LEV
171761,APPL GIS FOR LUSE & NRM
171765,ENVI SOC & HEA IMPA ASSES
171766,ORGAN & NRM IN WATERSHIED
171767,ALTERNATIVE ENERGY MANAGEMENT
171768,ECO & CULTUR TOURI MANAGE
171789,SELECTED TOPICS IN SLUSE
171790,THESIS
171791,RES MET IN SUS LU & NRM
171792,SELECTED TOPICS IN SLUSE
171795,INTERDISCIPLI FIELD STUDY
171796,SEMINAR I
171797,SEMINAR II
171798,SPECIAL PROBLEMS
171799,THESIS
171861,BIODIVER & SLUSE & NRM
171862,PART MANAG OF SLUSE & NRM
171871,GLO&LOC PRO PE SLUSE&NRM
171881,RES METH IN SLUSE & NRM
171882,SY AN & IN ME IN SLU & NRM
171889,SELECTED TOPICS IN SLUSE
171891,PH.D. SEMINAR
171895,SPEC PROB IN SLUSE & NRM
171896,SELECTED TOPICS IN SUSTAI
171898,PH.D. THESIS
171899,PH.D. THESIS
173701,HEALTH ILLNESS AND SOCIETY
173704,RESEARCH IN SOC SCI
173721,AGE HEALTH SOCIETY
173722,TRANS MOBIL & HEALTH INEQUAL
173723,SOC CUL PERSPEC OF FOOD & HLT
173724,HEALTH POLICI AND MGMT
173725,HEALTH ECONOMICS
173726,HEALTH ETHICS
173730,HEALTH BUSINESS MED & TOURISM
173751,COOP ED HEALTH SOC SCI
173789,SELECT HEALTH SOC SCI
173791,LOCAL GLOBAL HEALTH
173797,THESIS
173798,INDEPENDENT STUDY
173799,THESIS
174201,COMMUNITY ENTERPRISE
175101,INTRODUCTION TO AREA STUDIES
175231,HEALTH AND MEDICINE IN ASEAN
175301,RESEARCH METHODOLOGY
175322,FOOD AND SOCIETY IN SEA
175333,CULTURAL RIGHTS
175335,DINAMISM OF HIGHLAND
175341,SOUTHEAST ASIA POLI ECON
175409,SEMINAR IN ASEAN STUDIES
175415,CONTEMPORARY TOPICS IN ASEAN
175431,ETHNICITY IN ASEAN
175432,TOURISM IN ASEAN
175481,COOPERATIVE EDUCATION
175499,IS IN ASEAN STUDIES
176100,LAW AND MODERN WORLD
176101,INTRODUCTION TO LAW
176102,PEACE AND HUMAN RIGHTS
176103,LEARNING THROUGH ACTIVITIES
176104,RIGHT DUTY DIGITAL
176105,LEGAL PROBLEM MANAGEMENT
176211,INTRO TO CIVIL & COMM LAW
176220,FUNDAMENTAL BUSINESS LAW
177101,INTRO TO LAW & LEG ETH
177102,FUNDA PRIN PRIV LAW & PERSONS
177103,BASIC PRIN LAW & PERSONS
177104,LEGAL REASONING & LANGUAGE
177105,JURIS MET & LEG REAS
177112,LAW OF PROPERTY AND LAND
177113,JURISTIC ACTS & CONTRACT
177141,PRINCIPLES OF PUBLIC LAW
177142,PUB LAW PRIN & CONST LAW
177181,CRIM LAW: GEN PROVISIONS
177201,THAI LEGAL HISTORY
177212,PROPERTY LAW
177214,LAW OF OBLIGATIONS
177215,TORTS UNDUE ENRICH
177216,FAMILY LAW
177217,LAW OF SUCCESSION
177220,LAW ON BUSINESS CONTRACTS
177223,LAW ON BUSINESS CONTRACTS 1
177224,LAW ON BUSINESS CONTRACTS 2
177225,SPECIFIC CONTRACTS V
177227,COMMERCIAL LAW I
177228,COMMERCIAL LAW II
177229,COMMERCIAL LAW III
177241,CONSTITUTIONAL LAW
177242,CONSTITUTIONAL LAW
177252,LEG INS & CONS COURTS JUST
177281,CRIMINAL OFFENCES
177282,CRIMINAL LAW II
177283,CRIM SPEC OFFENCES 1
177284,CRIMINAL OFFENCES I
177285,CRIM SPEC OFFENCES 2
177301,LEGAL ETHICS
177302,PRIN OF THE LEGAL PROF
177303,LAW AND SOCIETY
177322,LAW ON BUSINESS ORGANIZATIONS
177330,CIVIL PROCEDURAL LAW
177333,LAW OF BANKRUPTCY
177334,LAW OF EVIDENCE
177335,CONST OF CT OF JUSTICE
177336,ORGS TH LEGAL SYSTEM
177341,ADMINISTRATIVE LAW
177342,ADMIN PRO LAW & SPEC ADMIN LAW
177351,LABOR LAW
177352,DISPUTE SETTLEMT ORG & LEG
177361,PUBLIC INTERNATIONAL LAW
177362,PRIVATE INTERNATIONAL LAW
177391,CRIMINAL PRODURAL LAW I
177392,CRIMINAL PROCEDURA LAW II
177393,CRIMINAL PROCEDURAL LAW
177400,LEGAL INTERNSHIP
177402,LAW AND SOCIETY
177403,PRIN OF THE LEGAL PROFESS
177406,BASIC LEGAL RES METHOD
177407,READ & WRI INT LEGAL TERM
177408,LIST & SPE INT LEGAL TERM
177410,SEM IN COMMERCIAL CONTRACTS
177411,SEMINAR ON CIVIL LAW
177412,PHILOSOPHY OF LAW
177415,INTRO CIVIL LAW FOR LOCAL GOV
177432,DISPUTE SETTLEMENT ORGAN
177440,PUB ECO & FINANCE LAW
177443,LAW ADMIN PROCEDURES
177448,ADMINISTRATIVE LAW 2
177449,REAL ESTATE LAW
177450,PUBL FINANCE AND TAX LAW
177451,TAX LAW
177453,ANALYSIS OF LAND LAWS
177461,PUBLIC & CRIM INTER LAW
177466,INTER ECON LAW
177483,ECONOMIC CRIME
178314,LEGAL ADV FOR FOREIGN CLIENTS
178323,SECURITIES LAW
178324,CAP MAR LAW CORP GOV & SUS DEL
178325,LAW OF NEGOTIABLE INSTRUMENTS
178326,INSURANCE LAW
178327,BANK LAW & FINA INST
178328,ELECTRONIC COMMERCE LAW
178329,COMPETITION LAW
178331,LEGAL EXECUTION
178332,BANKRUPTCY LAW
178333,REORGANIZATION LAW
178334,ALTERNATIVE DISPUTE RESOLUTION
178335,LAW DEB REST & BUS REO LAW
178340,ORGANIC LAWS
178347,LAND LAW
178350,COPYRIGHT IN THE DIGITAL AGE
178351,LAW AND ENVIRONMENT
178352,CONSUMER PROTECTION LAW
178353,SPORTS LAW
178355,INTELLECTUAL PROPERTY LAW
178366,MARITIME LAW
178367,INTERNATIONAL TRADE LAW
178380,CRIMINAL OFFENCES 2
178383,ECONOMIC CRIME
178384,CRIMINOLOGY IN CRIMI JUSTICE
178390,CRIM PROCEDURE IN TRIAL
178401,LEGAL HISTORY
178402,THAI LEGAL HISTORY
178403,Legal Research Methodology
178404,INTRO CHINESE LEGAL SYS
178405,Introduction to the Roman Law
178406,FOREIGN LEG COMM
178407,FOREIGN LEGAL WRITING
178408,ENVIRON CLI LEG EDU
178409,CLINICAL LEGAL EDUCATION
178410,SEMINAR ON CIVIL LAW
178411,COMPARATIVE LAW
178420,SEMINAR ON BUSINESS LAW
178421,LAW CORP CON & TRAN
178422,ECONOMIC ANALYSIS OF LAW
178430,COUNSEL PRACTICE
178441,SEMINAR IN CONSTITUTIONAL LAW
178442,INFORMATION LAW
178446,LAW OF LOCAL ADMINISTRATION
178451,INFORMATION TECHNOLOGY LAW
178452,CYBER LAW
178453,ENERGY LAW
178454,REAL ESTATE LAW
178455,LAW ON NATURAL RESOURCES
178456,POVERTY LAW
178462,LAW INTER BUS TRAN
178463,THE LAW OF THE SEA
178464,LAW OF TREATIES
178465,HUMAN RIGHTS LAW
178466,INTERNATIONAL ECONOMIC LAW
178468,INTL ENVIRON LAW
178469,EUROPEAN UNION LAW
178471,LAW & SOCIETY IN SE ASIA
178472,ASEAN COMMUNITY LAW
178474,INTERNATIONAL HUMANITARIAN LAW
178475,LAW OF INTERNATIONAL ORG
178476,INTERNATIONAL CRIMINAL LAW
178477,LAW ON MIGRATION
178481,SEMINAR ON CRIMINAL LAW
178484,LAW CYBER CRIME WAR SEC
178491,LAW OF JUVENILE DELINQUENCY
178494,CRIM INVES & FOREN SCIE
178701,ENGLISH LEGAL RESEARCH
178702,JURISPRUDENCE
178703,LEGAL RESEARCH METHOD
178704,LAW ECON SOC POL DEVELOP
178711,CIVIL COMMER LAW THEORIES
178712,COMPARATIVE IP LAW
178713,ADV ALT DISPUTE RESOLUTION
178714,ADV CIVIL PROCEDURE LAW
178715,ADVANCED TORT LAW
178716,COMP CONTRACT LAW
178717,COMP COMMERCIAL LAW
178721,ADVANCED LABOR LAW
178722,ADVANCED CYBER LAW
178723,BANKRUPTCY REORGANIZE LAW
178731,COMPAR CONST POL INST
178732,ADVANCED ADMINISTRATIVE LAW
178741,ADV PUBLIC LAW THEORIES
178742,ECONOMIC PUBLIC LAW
178743,NAT RESOURSE ENV MGMT LAW
178744,SEMINAR IN PUBLIC LAW
178746,ADVANCED HUMAN RIGHTS LAW
178751,INT BUSINESS TRANSACT LAW
178752,INT TRADE INVESTMENT LAW
178755,LAW CARRIAGE GOODS BY SEA
178756,IBT LAW WITH EU
178757,SEMINAR INTERNATIONAL LAW
178771,ADVANCED CRIMINAL LAW
178772,LAW ON ECONOMIC CRIME
178775,ADV CRIMINAL PROCEDURE
178776,ADVANCED CRIMINOLOGY
178789,SELECTED TOPICS IN LAW
178798,INDEPENDENT STUDY
178799,MASTER'S THESIS
178801,THEO & CON OF SOC-HU IN LEG RE
178802,DOCTORAL DISSERTATION SEMINAR
178803,LEGAL HISTORIOGRAPHY
178804,LAW AND GENDER
178805,LEG SYS FROM MARGIN VIEWS
178806,LAW AND LITERATURE
178807,"STATE, BELIEF, AND LAW"
178808,CRIME PUNISHMENT & HR
178809,CITIZEN AND GLOBALIZATION
178810,ADV LAW & SOC IN SEA
178899,DISSERTATION
179400,COOP EDU FOR LAWYERS
179401,LEGAL INTERNSHIP
179405,INTRODUCTION TO THE ROMAN LAW
180701,ENGLISH FOR LEGAL RESEARCH
180702,JURISPRUDENCE
180703,LEGAL RESEARCH METHODOLOGY
180704,LAW ECON SOC POL DEVELOP
180711,CIVIL COMMER LAW THEORIES
180712,COMPARATIVE IP LAW
180713,ADV ALT DISPUTE RESOLUTION
180714,ADVANCED CIVIL PROCEDURAL LAW
180715,ADVANCED TORT LAW
180716,COMPARATIVE CONTRACT LAW
180717,COMPARATIVE COMMERCIAL LAW
180721,ADVANCED LABOR LAW
180722,ADVANCED CYBER LAW
180723,BANKRUPT & REORGANIZATION LAW
180731,CONST & POL INST
180732,ADVANCED ADMINISTRATIVE LAW
180741,ADVANCED PUBLIC LAW THEORIES
180742,ECONOMIC PUBLIC LAW
180743,NAT RES & ENVIRON MANAGE LAW
180744,SEMINAR IN PUBLIC LAW
180746,ADVANCED HUMAN RIGHTS LAW
180747,FEMINIST JURISPRUDENCE
180751,INT BUSINESS TRANSAC LAW
180752,INT TRADE INVESTMENT LAW
180755,LAW CARRIAGE GOODS BY SEA
180756,IBT LAW WITH EU
180757,SEMINAR IN INTERNATIONAL LAW
180771,ADVANCED CRIMINAL LAW
180772,LAW ON ECONOMIC CRIME
180775,ADV CRIMINAL PROCEDURE LAW
180776,ADVANCED CRIMINOLOGY
180789,SELECTED TOPICS IN LAW
180798,INDEPENT STUDY
180799,MASTER'S THESIS
201100,INTEGRATED SCIENCE
201110,INTEGRATED MATH SC
201111,THE WORLD OF SCIENCE
201112,LIFE AND MOD TECH
201113,ENVIRON SCI FOR SOC
201114,ENVIRON SCI TODAY WORLD
201115,LIFE AND ENERGY
201116,SCIENCE AND GLOBAL WARMING
201117,MATH AND SCI IN CIVILIZATION
201190,CRTCL THKNG PRB SOLV SCI COMM
201191,LEARNING THROUGH ACTIVITIES
201192,DOI SUTHEP STUDY
201193,LEARNING THROUGH ACTIVITIES 1
201194,LEARNING THROUGH ACTIVITIES 2
201201,INTRO MATS SCIENCE
201300,PRINCIPLES OF METROLOGY
201301,BIOSAFETY AND BIOSECURITY
202100,BIOLOGY IN EVERYDAY LIFE
202101,BASIC BIOLOGY 1
202102,BASIC BIOLOGY 2
202103,BIOLOGY LABORATORY 1
202104,BIOLOGY LABORATORY 2
202108,BASIC BIOLOGY I
202109,BASIC BIOLOGY 2
202111,BIOLOGY I
202112,BIOLOGY II
202130,BIOLOGICAL CONCEPT IN MEDIA
202141,BIOLOGY FOR PHARMACY STUDENTS
202142,BIOL LAB FOR PHARMACY STUDENTS
202143,BIOLOGY FOR NURSING STUDENTS
202144,BIOL LAB FOR NURS STUDT
202145,BIOLOGY FOR DENTAL STUDENTS
202146,BIOL LAB FOR DENTAL STUDENTS
202147,BIOLOGY FOR AGRI STUDENT
202181,COMPARATIVE ZOOLOGY I
202182,COMPARATIVE ZOOLOGY II
202183,BIOL HEALTH SCI STUDENT
202184,BAS BIO FOR THE HEA SCI 1
202185,BAS BIO FOR THE HE SCI II
202231,GENETICS 1
202260,SYSTEMATICS AND BIODIVERSITY
202261,PLANT DIVERSITY
202300,SCIENTIFIC METHOD & REPOR
202301,INSTRU TECH IN BIOLOGY
202302,MICROTECHNIQUE
202303,HISTORY OF BIOLOGY
202304,CREAT MED BIOL INFO
202305,BIOMETRY
202307,BIOLOGY OF FRUIT PLANTS
202310,BIOLOGY OF FRUIT PLANTS
202311,CELL AND MOLECULAR BIOLOGY
202321,CELL BIOLOGY
202331,PLANT BREEDING
202332,GENETICS 2
202333,FUND TECH GENETICS
202334,FUNDAMENTAL MOLECULAR GENETICS
202342,GENERAL PLANT PHYSIOLOGY
202351,COMPAR DEVEL ANATOMY
202353,PLANT MORPHOLOGY
202354,MORPH OF NON VASC PLANTS
202355,MORPH OF VASC PLANTS
202356,PLANT ANATOMY
202361,GENERAL PLANT TAXONOMY
202362,ECONOMIC BOTANY
202363,BRYOLOGY
202364,LICHENOLOGY
202371,ECOLOGY
202381,INSTRU TECH BIOL
202401,RADIATION BIOLOGY
202405,EVOLUTION
202410,INDUSTRIAL BOTANY
202411,CELL BIOLOGY
202421,CELL SIGNALING
202432,DNA TECHNOLOGY
202433,DNA BARCODING AND APPLICATIONS
202434,BIOINFORMATICS
202435,PLANT TRANSFORMATION
202436,INNOVATION IN BIOTECHNOLOGY
202438,HUMAN EVOLUTION
202442,ADVANCED PLANT PHYSIOLOGY
202443,PL CELL TISS & ORGAN CULT
202446,PLANT GROWTH AND DEVELOPMENT
202461,ADV TAX OF FLOWER PLA
202463,BRYOLOGY
202470,BIOGEOGRAPHY
202471,ANIMAL ECOLOGY
202472,MARINE ECOLOGY
202473,WATER POLLUTION BIOLOGY
202474,PLANT ECOLOGY
202475,ENVIRONMENTAL TOXICOLOGY
202476,CONSERVATION BIOLOGY
202477,TROPICAL ECOLOGY
202480,INDUSTRIAL BOTANY
202481,BEHAVIORAL ECOLOGY
202482,PL CELL TISS & ORG CULT
202483,BAS TECH IN PLT TISS CULT
202484,RESTORATION ECOLOGY
202490,FIELD BIOLOGY
202491,BIOLOGY SEMINAR
202492,BIOLOGY REPORTS
202493,SPECIAL PROJECT IN BIOLOGY
202494,SELECTED TOPICS IN BIOLOGY
202495,PUBLISHING BIOLOGICAL RESEARCH
202496,JOB TRAINING IN BIOLOGY
202499,UNDERGRADUATE RESEARCH
202701,PROTOZOOLOGY
202702,MOD BIOL FOR TEACHERS I
202703,BIOPHYSICS
202704,STRUCT & FUNCT LIVING SYS
202707,RECENT PROG IN BIOL
202709,MOD BIOL FOR TEACHERS II
202712,HISTOCHEM AND CYTOCHEM TECH
202713,CHLOROPLAST STRUCT & FUNC
202714,MITOCHONDRIA STRUCT&FUNC
202716,SYNT PLT GROWTH REG
202718,INSECT MOLECULAR ENDOCRINOLOGY
202720,MICROBIAL TECHNOLOGY
202722,FOOD BACTERIOLOGY
202726,METHODS MICROBIOLOGY
202731,CYTOGENETICS
202733,EXTRANUCLEAR INHERITANCE
202734,GENETICS FOR BREEDING
202735,POPULATION GENETICS
202736,MOLECULAR BIOLOGY
202737,INTEGRATED GENETICS
202738,PLANT MOL BIO
202739,NEXT GENERATION SEQUENCING (NGS)
202740,"PHYS TECH I,II,III"
202741,MINERAL METABOLISM IN PLT
202742,ENDOCRINOLOGY
202743,REPRODUCTIVE PHYSIOLOGY
202744,PLANT METABOLISM
202745,PLANT MORPHOGENESIS
202746,ADV PLANT MORPHOGENESIS
202747,PL HORMONE AND GROWTH REG
202748,POSTHARVEST PHYSIOLOGY
202749,DEVELOPMENTAL PHYSIOLOGY
202755,COMP MORPHO VASCUL PLANT
202759,INDEP STUDY FOR GRADUATE
202761,SYSTEMATIC & EVOLUTION
202762,CHEMOTAXONOMY OF PLANTS
202763,ADVANCE BRYOLOGY
202764,SYSTEMATICS OF HELMINTHS
202765,TAXONOMY OF FRUIT & SEED
202766,ARCH TAXO OF SEED PLANTS
202768,ADV TAXO SLIME MOLD & FUN
202769,ADV TAXO OF HIGHER FUNGI
202770,TROPICAL PLANT ECOLOGY
202772,TROPICAL ANIMAL ECOLOGY
202773,LIMNOLOGY
202774,ANIMAL & PLANT DISTRIBUT
202775,AQUATIC PLANTS
202776,INSECT ECOLOGY
202777,POPULATION DYNAMICS
202778,COMMUNITY ECOLOGY
202779,BIOGEOGR EVOL&DIVERS IN THE TROP
202781,PHYSIOLOGY OF HERBICIDES
202782,TRANSPORT IN PLANTS
202783,ETHOLOGY
202784,PRACT BIOL FOR TEACHRS I
202785,PRACT BIOL FOR TEACHRS II
202786,BASIC APPL TROP ECOLOGY
202787,CONCEPT ECOL ENVI SCIENCE
202788,ECOLOGY OF HELMINTHS
202790,M.S. SEMINAR IN BIOLOGY 1
202791,M.S.SEMINAR IN BIOLOGY 1
202792,M.S. SEMINAR IN BIOLOGY 2
202796,SERV OF MODER TREN IN BIO
202797,MASTER' S THESIS
202798,RESEARCH FOR TEACHRS
202799,MASTER'S THESIS
202802,AQUATIC INSECTS
202803,ADVANCES IN TREMATODES
202804,ADVANCES IN CESTODES
202805,ADVANCES IN ACANTHOCEPHAL
202806,INVERTEBRATE EMBRYOLOGY
202807,VOCAL COMM IN BIRDS
202831,ADV GENETIC ANAL PROCARYO
202832,ADVANCED YEAST GENETICS
202833,STAT FOR BIOSCI RESEARCH
202840,PHYSIOLOGY OF HELMINTHS
202841,PLANT MET PHYSIOLOGY
202842,REG OF PLAT GROWTH & DEL
202843,ADVANCES IN POMOLOGY
202844,SECONDARY COMPOUNDS IN PLANTS
202845,PHYSIOLOGY OF FUNGI
202846,ADV PHYS OF PL PATH
202847,INSECT GROWTH & METAMORPH
202848,POSTHARVEST TECH FRUIT
202849,SENESCENCE & AGING PLT
202851,TOPIC IN COM MORPHO GYMNO
202861,TOPIC IN TAXO EVOL ANGIO
202871,FOREST RESTOR SCI & RESEARCH
202872,POPULATION ECOLOGY
202873,WILDLIFE CONSERVATION
202874,TROPICAL LIMNOLOGY
202875,TROPICAL SOIL ECOLOGY
202876,ADVANCES IN PHYCOLOGY
202877,BIOMON TECH MAN AQUA ECOS
202878,BIOMON TECH MAN TERR ECOS
202883,SOCIOBIOLOGY
202884,ANALYTICAL ETHOLOGY
202885,ENVI MONI & ECOSYSTEM
202886,MON HUMAN FOOD & FOOD WEB
202887,BIOMON MGMT TROP ECO
202888,ENVI MONITOR LAB
202889,SELECT TOPICS IN BIOLOGY
202890,PH.D. SEMINAR IN BIOLOGY 1
202891,PH.D.SEMINAR IN BIOLOGY 1
202892,PH.D. SEMINAR IN BIOLOGY 2
202893,PH.D. SEMINAR IN BIOLOGY 3
202897,DOCTORAL THESIS
202898,DOCTORAL THESIS
202899,Ph.D. DISSERTATION
203100,CHEMISTRY IN EVERYDAY LIFE
203101,GENERAL CHEMISTRY I
203102,GENERAL CHEMISTRY II
203103,GENERAL CHEMISTRY 1
203104,GENERAL CHEMISTRY 2
203107,GENERAL CHEMISTRY LABORATORY 1
203108,GENERAL CHEMISTRY LABORATORY 2
203111,CHEMISTRY 1
203112,CHEM NURSE
203113,CHEMISTRY 2
203114,ORG CHEM NURSE
203115,CHEMISTRY LABORATORY 1
203116,INTRODUCTORY GENERAL CHEMISTRY
203117,CHEMISTRY LABORATORY 2
203118,ORG CHEM LAB NURSE
203119,INTRO GEN CHEM LAB
203126,ASSOC MED SCI
203131,BASIC QUAN CHEM ANAL FOR MT
203132,QUAN CHEM ANAL LAB FOR MT
203151,GEN CHEM FOR HEA SCI
203152,ORG CHEM FOR HEA SCI
203154,BASIC CHEM HEALTH SCI
203155,CHEMISTRY FOR DENTAL STUDENTS
203156,ORG CHEM FOR THE HEA SCI
203157,GEN CHEM LAB FOR HEA SCI
203158,ORG CHEM LAB HEA SCI
203159,CHEM LAB HEA SCI
203162,GEN CHEM ENG
203167,GEN CHEM LAB ENG
203171,GEN CHEM PHAR
203173,GEN CHEM LAB PHAR
203175,ORG CHEM PHAR
203176,ORG CHEM LAB PHAR
203192,POLYMERS IN EVERYDAY LIFE
203200,SCIENTIFIC TECHQUES
203201,ORGANIC CHEMISTRY 1
203202,ORGANIC CHEMISTRY 2
203203,ORGANIC CHEMISTRY 1
203204,ORGANIC CHEMISTRY 2
203205,ORG CHEM BIOCHEM
203206,ORG CHEM FOR NON CHEM STU
203207,ORGANIC CHEMISTRY LABORATORY 1
203208,ORG CHEM LAB 2
203209,ORG CHEM LAB FOR NON CHEM STU
203211,FUND INORG CHEM
203220,PHYSICAL CHEMISTRY I
203222,PHYSICAL CHEMISTRY 1
203223,PHYSICAL CHEMISTRY 2
203225,PHYSICAL CHEMISTRY
203226,PHYS CHEM NON CHEM STU
203228,PHYS CHEM LAB 1
203229,PHYS CHEM LAB
203231,FUND ANAL CHEM
203232,ELECTROANALYTICAL CHEMISTRY
203235,ANALYTICAL CHEMISTRY
203236,QUANTITATIVE ANALYSIS
203239,QUAN ANAL LAB
203241,ORGANIC CHEMISTRY LABORATORY 1
203242,ORGANIC CHEMISTRY LABORATORY 2
203243,ORG CHEM LAB BIOCHEM
203250,ENVIRONMENTAL CHEMISTRY
203255,MATHEMATICS IN CHEMISTRY
203286,ANALYTICAL CHEMISTRY LAB 1
203287,ANALYTICAL CHEMISTRY LAB 2
203288,ANAL CHEM LAB
203300,SKILLS & ETHICS SCI
203301,ORGANIC CHEMISTRY 3
203303,ORGANIC SPECTROSCOPY
203304,PERICY REAC RADI AND CARBE
203308,ORGANIC CHEMISTRY LABORATORY 3
203312,INORGANIC CHEMISTRY II
203315,SYMMETRY AND BONDING
203316,COORD ORGANOMET CHEM
203318,INORGANIC CHEMISTRY LABORATORY
203323,PHYSICAL CHEMISTRY 3
203324,PHYSICAL CHEMISTRY 4
203327,PHYS CHEM LAB 2
203331,INSTRU MET OF CHEM ANAL
203332,CHROMATOGRAPHIC ANALYSIS
203333,SPEC INSTRU ANAL
203337,INSTRU MET CHEM ANAL LAB
203338,INSTRU ANAL LAB
203351,GLASS BLOWING
203352,SAFETY CHEM LAB
203355,NUMER TECH CHEM
203398,RESEARCH METHODOLOGY
203399,JOB TRAINING
203400,CHEMISTRY AND INDUSTRY
203404,HETEROCYCLIC CHEMISTRY
203405,NATURAL PRODUCT CHEMISTRY
203406,ORGANIC SYNTHESIS
203413,INORGANIC SPECTROSCOPY
203414,PHYS METH INOR CHEM
203420,CATAL SURF CHARACT
203423,ADVANCED PHYSICAL CHEMISTRY 1
203424,ADVANCED PHYSICAL CHEMISTRY 2
203425,INTRO COMP CHEM
203426,METHOD COMP CHEM
203427,BIOMOL MAT DES
203428,CHEMOINFORMATICS
203431,ADV TECH ANAL CHEM
203434,ANAL PROC ADV TECH REAL SAMPLE
203435,ADV ELECTRO CHEM
203458,SELECTED TOPICS IN CHEMISTRY 1
203459,SELECTED TOPICS IN CHEMISTRY 2
203471,PROP CHAR POLYM
203472,BIOPLASTICS AND SMART POLYMERS
203473,STRUCT-PROP RELAT OF POLYMERS
203474,REACT SYN METH POL
203475,PROP PROC APP POLYM
203477,POLYMER CHEMISTRY LABORATORY 1
203478,POLYMER CHEMISTRY LABORATORY 2
203496,RESEARCH PROJECT
203497,COOPERATIVE EDUCATION
203498,SEMINAR IN CHEMISTRY
203499,SPECIAL PROBLEMS IN CHEMISTRY
203701,COMBINATORIAL CHEMISTRY
203702,CHEM OF NATURAL PRODUCT
203703,ORG REACTION MECHANISMS
203704,NATURAL PRODUCTS CHEMISTRY
203705,PHYTOCHEMICAL ANALYSIS
203706,ORG CHEM FOR TEACHERS
203707,USE OF ORG RAW MATERIAL
203708,ORGANIC SYNTHESIS
